CO_ID;CL_ID;DATA;CL_GENERO;CL_SEG;QTD_ITENS;QTD_PRODUTOS_DISTINTOS;QTD_CATEGORIAS_DISTINTAS;CATEGORIAS
719151;122;12/07/2021;M;B;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719192;845;12/07/2021;F;C;11;11;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
719258;405;12/07/2021;F;B;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719265;759;12/07/2021;F;B;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719326;514;12/07/2021;M;C;12;12;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
719421;334;12/07/2021;M;C;40;40;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
719430;99;12/07/2021;F;C;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719505;395;12/07/2021;F;B;8;8;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
719510;785;12/07/2021;M;C;16;16;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
719524;315;12/07/2021;F;B;8;8;2;['ALIMENTOS', 'LIMPEZA']
719528;735;12/07/2021;F;B;25;25;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
719608;900;12/07/2021;F;B;23;23;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
719651;672;12/07/2021;F;B;20;20;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
719704;164;12/07/2021;M;A;34;34;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719710;477;12/07/2021;F;B;5;5;3;['ALIMENTOS', 'BEBIDAS', 'PET']
719769;918;12/07/2021;F;C;11;11;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
719771;596;12/07/2021;M;B;52;52;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719830;26;12/07/2021;F;A;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719901;152;12/07/2021;F;C;24;24;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
719906;127;12/07/2021;F;C;16;16;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
719928;61;12/07/2021;M;B;20;20;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
719965;692;12/07/2021;F;B;43;43;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719977;352;12/07/2021;M;B;73;73;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720026;836;12/07/2021;F;B;25;25;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720059;920;12/07/2021;F;B;28;28;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
720089;819;12/07/2021;M;B;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720112;926;12/07/2021;M;B;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720191;244;12/07/2021;M;B;6;6;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
720235;325;12/07/2021;M;B;42;42;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
720333;279;12/07/2021;M;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720411;585;12/07/2021;F;B;46;46;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720450;357;12/07/2021;M;C;14;14;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720495;315;12/07/2021;F;B;47;47;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720550;135;12/07/2021;M;B;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720552;221;12/07/2021;F;B;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720565;420;12/07/2021;M;B;8;8;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
720598;634;12/07/2021;F;C;4;4;2;['ALIMENTOS', 'LIMPEZA']
720696;654;12/07/2021;M;B;10;10;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
720784;94;12/07/2021;M;C;39;39;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720851;220;12/07/2021;M;B;27;27;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720898;739;12/07/2021;F;B;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
720996;908;12/07/2021;M;C;14;14;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721072;223;12/07/2021;F;B;68;68;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721153;844;12/10/2021;F;A;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
721239;394;12/10/2021;M;B;69;69;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721276;361;12/10/2021;F;C;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721328;910;12/10/2021;M;B;20;20;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721386;714;12/10/2021;M;B;21;21;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721449;277;12/10/2021;F;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721502;861;12/10/2021;M;B;3;3;1;['ALIMENTOS']
721523;223;12/10/2021;F;B;48;48;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
721617;38;12/10/2021;M;B;37;37;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721711;233;12/10/2021;M;B;2;2;1;['ALIMENTOS']
721756;93;12/10/2021;F;C;1;1;1;['LIMPEZA']
721830;267;12/10/2021;F;B;42;42;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
721856;174;12/10/2021;M;C;4;4;3;['ACESSORIOS', 'ALIMENTOS', 'LIMPEZA']
721905;523;12/10/2021;M;B;12;12;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'PET']
721972;990;12/10/2021;F;B;61;61;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721992;215;12/10/2021;M;B;41;41;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
721997;67;12/10/2021;M;B;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722065;977;12/10/2021;M;C;32;32;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722118;441;12/10/2021;M;B;51;51;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722146;916;12/10/2021;F;C;40;40;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
722222;271;12/10/2021;F;B;58;58;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722271;437;12/10/2021;F;C;33;33;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722353;795;12/10/2021;F;B;58;58;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722394;130;12/10/2021;F;B;43;43;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722483;957;12/10/2021;M;B;28;28;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
722532;885;12/10/2021;F;A;45;45;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722570;503;12/10/2021;F;B;33;33;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722669;917;12/10/2021;M;A;28;28;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
722757;822;12/10/2021;M;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722816;394;12/10/2021;M;B;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
722876;629;12/10/2021;M;C;10;10;3;['ALIMENTOS', 'BEBIDAS', 'HIGIENE']
722936;682;12/10/2021;F;B;21;21;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
722938;942;12/10/2021;M;B;32;32;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723005;339;12/10/2021;F;C;75;75;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723089;731;12/10/2021;M;B;37;37;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723183;225;12/10/2021;M;C;11;11;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723239;962;12/10/2021;M;B;4;4;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
723301;621;12/10/2021;F;B;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723310;579;12/10/2021;F;B;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723314;653;12/10/2021;M;C;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723340;409;12/10/2021;F;B;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723363;435;12/10/2021;F;C;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723459;622;12/10/2021;F;B;2;2;2;['HIGIENE', 'LIMPEZA']
723485;876;16/12/2021;F;B;41;41;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723513;61;16/12/2021;M;B;71;71;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723559;731;16/12/2021;M;B;20;20;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
723578;310;16/12/2021;M;C;61;61;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723657;38;16/12/2021;M;B;6;6;2;['ALIMENTOS', 'BEBIDAS']
723688;493;16/12/2021;M;B;35;35;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
723752;188;16/12/2021;M;B;68;68;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723778;365;16/12/2021;M;A;46;46;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723836;576;16/12/2021;M;B;48;48;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723837;906;16/12/2021;M;A;53;53;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723930;746;16/12/2021;M;C;26;26;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723979;234;16/12/2021;M;B;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
723992;351;16/12/2021;F;B;77;77;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724043;576;16/12/2021;M;B;69;69;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724086;99;16/12/2021;F;C;13;13;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724102;150;16/12/2021;M;B;22;22;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
724178;309;16/12/2021;M;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724269;206;16/12/2021;F;C;2;2;2;['BEBIDAS', 'LIMPEZA']
724284;407;16/12/2021;F;A;63;63;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724372;181;16/12/2021;F;B;42;42;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
724418;957;16/12/2021;M;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724481;759;16/12/2021;F;B;5;5;3;['#N/D', 'ALIMENTOS', 'HIGIENE']
724559;35;16/12/2021;M;B;49;49;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724579;767;16/12/2021;F;B;46;46;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
724593;779;16/12/2021;M;A;51;51;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724609;590;16/12/2021;M;B;22;22;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
724706;406;16/12/2021;M;C;57;57;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724726;478;16/12/2021;M;A;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724823;103;16/12/2021;M;B;24;24;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
724902;914;16/12/2021;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724907;703;16/12/2021;M;B;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
724954;97;16/12/2021;F;B;27;27;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
725041;873;16/12/2021;F;B;6;6;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
725085;771;16/12/2021;F;B;41;41;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
725086;443;16/12/2021;F;C;1;1;1;['ALIMENTOS']
725102;451;16/12/2021;M;C;63;63;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
725171;782;16/12/2021;M;B;32;32;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
725225;591;16/12/2021;M;B;65;65;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
725293;738;16/12/2021;M;C;32;32;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
725373;118;16/12/2021;M;A;15;15;4;['#N/D', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
725440;898;16/12/2021;F;C;60;60;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
725494;111;16/12/2021;M;C;50;50;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
725544;672;16/12/2021;F;B;15;15;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
725597;977;16/12/2021;M;C;28;28;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
725683;516;16/12/2021;M;C;19;19;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
725758;927;16/12/2021;M;C;27;27;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
725771;853;16/12/2021;M;A;61;61;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
725840;755;16/12/2021;M;B;34;34;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
725917;762;16/12/2021;F;B;28;28;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
725995;347;16/12/2021;F;B;64;64;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
726006;721;16/12/2021;M;C;7;7;3;['ALIMENTOS', 'BEBIDAS', 'PET']
726091;877;16/12/2021;M;C;39;39;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
726153;786;22/12/2021;F;C;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
726174;51;22/12/2021;F;B;19;19;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
726250;858;22/12/2021;F;C;52;52;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
726305;37;22/12/2021;M;B;37;37;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
726329;822;22/12/2021;M;B;18;18;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
726394;757;22/12/2021;F;C;1;1;1;['ALIMENTOS']
726428;706;22/12/2021;F;A;31;31;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
726440;720;22/12/2021;M;B;20;20;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
726461;429;22/12/2021;M;C;47;47;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
726495;825;22/12/2021;M;C;31;31;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
726594;837;22/12/2021;F;C;13;13;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
726691;344;22/12/2021;M;B;18;18;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
726692;671;22/12/2021;M;C;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
726789;720;22/12/2021;M;B;10;10;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
726867;518;22/12/2021;F;B;2;2;2;['ALIMENTOS', 'HIGIENE']
726962;341;22/12/2021;M;C;14;14;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
727006;489;22/12/2021;F;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727025;17;22/12/2021;M;B;61;61;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727100;91;22/12/2021;M;B;41;41;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
727128;116;22/12/2021;M;B;27;27;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
727150;647;22/12/2021;M;C;59;59;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727193;387;22/12/2021;M;B;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727259;112;22/12/2021;M;B;6;6;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727292;681;22/12/2021;M;C;28;28;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727303;120;22/12/2021;F;A;57;57;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727365;956;22/12/2021;M;C;25;25;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727444;722;22/12/2021;F;B;11;11;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
727511;78;22/12/2021;M;B;44;44;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
727531;97;22/12/2021;F;B;68;68;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727586;606;22/12/2021;M;B;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727627;146;22/12/2021;F;B;47;47;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727717;473;22/12/2021;F;B;31;31;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
727750;699;22/12/2021;F;C;6;6;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'LIMPEZA', 'PET']
727801;570;22/12/2021;F;C;68;68;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727856;49;22/12/2021;M;C;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727892;346;22/12/2021;F;C;41;41;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727955;792;22/12/2021;F;B;29;29;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
727967;147;22/12/2021;M;A;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
728048;159;22/12/2021;M;C;17;17;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
728128;737;22/12/2021;F;C;6;6;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
728221;325;22/12/2021;M;B;77;77;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
728306;19;22/12/2021;F;C;12;12;3;['ALIMENTOS', 'LIMPEZA', 'PET']
728316;523;22/12/2021;M;B;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
728355;988;22/12/2021;F;C;59;59;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
728426;511;22/12/2021;F;B;11;11;4;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'LIMPEZA']
728465;282;22/12/2021;M;B;25;25;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
728529;574;22/12/2021;F;B;1;1;1;['LIMPEZA']
728565;737;22/12/2021;F;C;66;66;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
728609;854;22/12/2021;F;C;2;2;2;['ALIMENTOS', 'LIMPEZA']
728677;414;22/12/2021;F;B;31;31;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
728774;800;22/12/2021;M;C;22;22;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
728839;296;22/12/2021;F;B;27;27;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
728891;444;22/12/2021;F;B;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
728929;943;22/12/2021;F;C;21;21;4;['#N/D', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
728938;819;22/12/2021;M;B;9;9;2;['ALIMENTOS', 'HIGIENE']
728996;133;22/12/2021;F;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
729000;638;24/12/2021;M;B;50;50;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
729031;548;24/12/2021;F;C;29;29;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
729081;319;24/12/2021;M;B;36;36;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
729110;331;24/12/2021;F;B;61;61;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
729148;860;24/12/2021;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
729171;595;24/12/2021;M;B;5;5;3;['ALIMENTOS', 'LIMPEZA', 'PET']
729189;919;24/12/2021;F;C;25;25;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
729213;531;24/12/2021;F;B;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
729222;284;24/12/2021;M;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
729255;990;24/12/2021;F;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
